date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab,away_avg,home_avg,raw_date,game_id
2025-03-25,,두산,KT,3,8,패,승,12.0,12.0,0.0,2.0,36.0,34.0,0.3333,0.3529,20250325,20250325OBKT0
2025-03-25,,NC,삼성,5,14,패,승,10.0,12.0,0.0,4.0,35.0,33.0,0.2857,0.3636,20250325,20250325NCSS0
2025-03-25,,롯데,SSG,3,2,승,패,10.0,4.0,0.0,2.0,38.0,35.0,0.2632,0.1143,20250325,20250325LTSK0
2025-03-25,,키움,KIA,6,11,패,승,10.0,17.0,1.0,5.0,36.0,40.0,0.2778,0.425,20250325,20250325WOHT0
2025-03-26,,두산,KT,3,2,승,패,10.0,9.0,0.0,0.0,37.0,34.0,0.2703,0.2647,20250326,20250326OBKT0
2025-03-26,,NC,삼성,8,6,승,패,15.0,6.0,1.0,1.0,37.0,34.0,0.4054,0.1765,20250326,20250326NCSS0
2025-03-26,,키움,KIA,17,10,승,패,21.0,13.0,1.0,0.0,47.0,41.0,0.4468,0.3171,20250326,20250326WOHT0
2025-03-26,,한화,LG,0,4,패,승,2.0,10.0,0.0,1.0,28.0,31.0,0.0714,0.3226,20250326,20250326HHLG0
2025-03-26,,롯데,SSG,1,3,패,승,7.0,7.0,0.0,1.0,31.0,27.0,0.2258,0.2593,20250326,20250326LTSK0
2025-03-27,,한화,LG,1,2,패,승,2.0,5.0,0.0,0.0,27.0,30.0,0.0741,0.1667,20250327,20250327HHLG0
2025-03-27,,롯데,SSG,2,5,패,승,2.0,11.0,0.0,0.0,26.0,34.0,0.0769,0.3235,20250327,20250327LTSK0
2025-03-27,,NC,삼성,11,5,승,패,17.0,5.0,1.0,1.0,40.0,30.0,0.425,0.1667,20250327,20250327NCSS0
2025-03-27,,두산,KT,3,4,패,승,8.0,7.0,1.0,1.0,34.0,31.0,0.2353,0.2258,20250327,20250327OBKT0
2025-03-27,,키움,KIA,5,3,승,패,9.0,6.0,0.0,1.0,34.0,31.0,0.2647,0.1935,20250327,20250327WOHT0
2025-03-28,,삼성,두산,0,2,패,승,6.0,4.0,0.0,0.0,30.0,27.0,0.2,0.1481,20250328,20250328SSOB0
2025-03-28,,KT,롯데,2,0,승,패,7.0,4.0,0.0,0.0,34.0,32.0,0.2059,0.125,20250328,20250328KTLT0
2025-03-28,,LG,NC,8,4,승,패,11.0,9.0,1.0,0.0,36.0,34.0,0.3056,0.2647,20250328,20250328LGNC0
2025-03-28,,SSG,키움,3,9,패,승,7.0,11.0,1.0,1.0,34.0,35.0,0.2059,0.3143,20250328,20250328SKWO0
2025-03-28,,KIA,한화,2,7,패,승,8.0,7.0,1.0,1.0,33.0,30.0,0.2424,0.2333,20250328,20250328HTHH0
2025-03-29,,LG,NC,14,4,승,패,12.0,8.0,2.0,3.0,39.0,35.0,0.3077,0.2286,20250329,20250329LGNC0
2025-03-29,,KT,롯데,1,3,패,승,6.0,8.0,0.0,1.0,32.0,30.0,0.1875,0.2667,20250329,20250329KTLT0
2025-03-29,,SSG,키움,1,3,패,승,7.0,9.0,0.0,2.0,33.0,32.0,0.2121,0.2812,20250329,20250329SKWO0
2025-03-29,,KIA,한화,4,5,패,승,6.0,9.0,2.0,0.0,30.0,32.0,0.2,0.2812,20250329,20250329HTHH0
2025-03-29,,삼성,두산,13,2,승,패,15.0,3.0,0.0,0.0,41.0,29.0,0.3659,0.1034,20250329,20250329SSOB0
2025-03-30,,삼성,두산,3,2,승,패,5.0,4.0,0.0,1.0,30.0,30.0,0.1667,0.1333,20250330,20250330SSOB0
2025-03-30,,KT,롯데,4,4,무,무,7.0,10.0,0.0,1.0,37.0,37.0,0.1892,0.2703,20250330,20250330KTLT0
2025-03-30,,LG,NC,0,0,예정,예정,,,,,,,,,20250330,20250330LGNC0
2025-03-30,,SSG,키움,8,2,승,패,6.0,7.0,1.0,1.0,30.0,32.0,0.2,0.2188,20250330,20250330SKWO0
2025-03-30,,KIA,한화,5,3,승,패,11.0,6.0,1.0,0.0,35.0,32.0,0.3143,0.1875,20250330,20250330HTHH0
2025-04-01,,LG,KT,0,0,예정,예정,,,,,,,,,20250401,20250401LGKT0
2025-04-01,,롯데,한화,0,0,예정,예정,,,,,,,,,20250401,20250401LTHH0
2025-04-01,,삼성,KIA,0,0,예정,예정,,,,,,,,,20250401,20250401SSHT0
2025-04-01,,SSG,NC,0,0,예정,예정,,,,,,,,,20250401,20250401SKNC0
2025-04-01,,키움,두산,0,0,예정,예정,,,,,,,,,20250401,20250401WOOB0
2025-04-01,,삼성,KIA,0,0,예정,예정,,,,,,,,,20250401,20250401SSHT0
2025-04-01,,LG,KT,0,0,예정,예정,,,,,,,,,20250401,20250401LGKT0
2025-04-01,,SSG,NC,0,0,예정,예정,,,,,,,,,20250401,20250401SKNC0
2025-04-01,,키움,두산,0,0,예정,예정,,,,,,,,,20250401,20250401WOOB0
2025-04-01,,롯데,한화,0,0,예정,예정,,,,,,,,,20250401,20250401LTHH0
2025-04-02,,키움,두산,3,5,패,승,5.0,7.0,1.0,1.0,33.0,33.0,0.1515,0.2121,20250402,20250402WOOB0
2025-04-02,,SSG,NC,0,0,예정,예정,,,,,,,,,20250402,20250402SKNC0
2025-04-02,,LG,KT,5,9,패,승,9.0,9.0,1.0,1.0,34.0,32.0,0.2647,0.2812,20250402,20250402LGKT0
2025-04-02,,삼성,KIA,4,2,승,패,7.0,4.0,0.0,1.0,32.0,31.0,0.2188,0.129,20250402,20250402SSHT0
2025-04-02,,롯데,한화,6,2,승,패,10.0,8.0,2.0,0.0,34.0,33.0,0.2941,0.2424,20250402,20250402LTHH0
2025-04-03,,삼성,KIA,1,3,패,승,4.0,4.0,0.0,0.0,33.0,28.0,0.1212,0.1429,20250403,20250403SSHT0
2025-04-03,,롯데,한화,4,2,승,패,10.0,7.0,0.0,0.0,35.0,34.0,0.2857,0.2059,20250403,20250403LTHH0
2025-04-03,,키움,두산,1,6,패,승,7.0,8.0,0.0,2.0,32.0,33.0,0.2188,0.2424,20250403,20250403WOOB0
2025-04-03,,SSG,NC,0,0,예정,예정,,,,,,,,,20250403,20250403SKNC0
2025-04-03,,LG,KT,5,1,승,패,9.0,7.0,1.0,0.0,36.0,32.0,0.25,0.2188,20250403,20250403LGKT0
2025-04-04,,KIA,LG,2,8,패,승,10.0,10.0,0.0,0.0,37.0,32.0,0.2703,0.3125,20250404,20250404HTLG0
2025-04-04,,KT,SSG,2,3,패,승,10.0,8.0,0.0,0.0,40.0,39.0,0.25,0.2051,20250404,20250404KTSK0
2025-04-04,,두산,롯데,15,3,승,패,19.0,8.0,1.0,0.0,46.0,35.0,0.413,0.2286,20250404,20250404OBLT0
2025-04-04,,한화,삼성,0,5,패,승,3.0,9.0,0.0,2.0,31.0,33.0,0.0968,0.2727,20250404,20250404HHSS0
2025-04-04,,NC,키움,1,5,패,승,6.0,7.0,0.0,1.0,32.0,28.0,0.1875,0.25,20250404,20250404NCWO0
2025-04-05,,두산,롯데,1,6,패,승,7.0,11.0,0.0,1.0,32.0,35.0,0.2188,0.3143,20250405,20250405OBLT0
2025-04-05,,KT,SSG,0,0,예정,예정,,,,,,,,,20250405,20250405KTSK0
2025-04-05,,NC,키움,7,5,승,패,12.0,4.0,1.0,1.0,36.0,29.0,0.3333,0.1379,20250405,20250405NCWO0
2025-04-05,,KIA,LG,0,0,예정,예정,,,,,,,,,20250405,20250405HTLG0
2025-04-05,,한화,삼성,7,6,승,패,8.0,10.0,3.0,3.0,35.0,36.0,0.2286,0.2778,20250405,20250405HHSS0
2025-04-06,,NC,키움,8,2,승,패,13.0,5.0,2.0,0.0,36.0,30.0,0.3611,0.1667,20250406,20250406NCWO0
2025-04-06,,한화,삼성,0,10,패,승,1.0,13.0,0.0,1.0,27.0,35.0,0.037,0.3714,20250406,20250406HHSS0
2025-04-06,,KIA,LG,1,5,패,승,4.0,6.0,0.0,0.0,30.0,26.0,0.1333,0.2308,20250406,20250406HTLG0
2025-04-06,,KT,SSG,0,1,패,승,6.0,7.0,0.0,0.0,29.0,31.0,0.2069,0.2258,20250406,20250406KTSK0
2025-04-06,,두산,롯데,15,12,승,패,20.0,12.0,1.0,1.0,42.0,38.0,0.4762,0.3158,20250406,20250406OBLT0
2025-04-08,,LG,키움,13,1,승,패,12.0,6.0,2.0,0.0,38.0,30.0,0.3158,0.2,20250408,20250408LGWO0
2025-04-08,,SSG,삼성,3,7,패,승,7.0,11.0,1.0,1.0,33.0,35.0,0.2121,0.3143,20250408,20250408SKSS0
2025-04-08,,KIA,롯데,5,4,승,패,8.0,12.0,0.0,0.0,37.0,37.0,0.2162,0.3243,20250408,20250408HTLT0
2025-04-08,,한화,두산,5,6,패,승,12.0,11.0,1.0,1.0,43.0,41.0,0.2791,0.2683,20250408,20250408HHOB0
2025-04-08,,NC,KT,2,3,패,승,4.0,4.0,1.0,0.0,30.0,27.0,0.1333,0.1481,20250408,20250408NCKT0
2025-04-08,,NC,KT,2,3,패,승,4.0,4.0,1.0,0.0,30.0,27.0,0.1333,0.1481,20250408,20250408NCKT0
2025-04-08,,SSG,삼성,3,7,패,승,7.0,11.0,1.0,1.0,33.0,35.0,0.2121,0.3143,20250408,20250408SKSS0
2025-04-08,,KIA,롯데,5,4,승,패,8.0,12.0,0.0,0.0,37.0,37.0,0.2162,0.3243,20250408,20250408HTLT0
2025-04-08,,한화,두산,5,6,패,승,12.0,11.0,1.0,1.0,43.0,41.0,0.2791,0.2683,20250408,20250408HHOB0
2025-04-08,,LG,키움,13,1,승,패,12.0,6.0,2.0,0.0,38.0,30.0,0.3158,0.2,20250408,20250408LGWO0
