date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-06-20,잠실,두산,LG,0,0,예정,예정,0,0,0,0,0,0
2025-06-20,문학,KIA,SSG,0,0,예정,예정,0,0,0,0,0,0
2025-06-20,사직,삼성,롯데,1,3,패,승,4,7,1,1,29,31
2025-06-20,수원,NC,KT,0,0,예정,예정,0,0,0,0,0,0
2025-06-20,대전,키움,한화,0,0,예정,예정,0,0,0,0,0,0
