date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-08-29,잠실,키움,LG,3,2,승,패,9,9,0,0,37,36
2025-08-29,문학,NC,SSG,0,8,패,승,2,10,0,1,29,29
2025-08-29,사직,두산,롯데,7,1,승,패,11,5,1,0,32,32
2025-08-29,수원,KIA,KT,10,1,승,패,11,4,3,0,36,31
2025-08-29,대전,삼성,한화,5,3,승,패,12,5,1,0,40,33
