date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-04-06,잠실,KIA,LG,1,5,패,승,4,6,0,0,30,26
2025-04-06,문학,KT,SSG,0,1,패,승,6,7,0,0,29,31
2025-04-06,사직,두산,롯데,15,12,승,패,20,12,1,1,42,38
2025-04-06,대구,한화,삼성,0,10,패,승,1,13,0,1,27,35
2025-04-06,고척,NC,키움,8,2,승,패,13,5,2,0,36,30
