date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-04-18,잠실,KIA,두산,1,7,패,승,3,11,1,0,29,31
2025-04-18,문학,LG,SSG,5,1,승,패,9,4,1,0,33,31
2025-04-18,대구,롯데,삼성,8,1,승,패,13,10,3,1,39,37
2025-04-18,고척,KT,키움,3,4,패,승,9,10,0,0,35,36
2025-04-18,대전,NC,한화,4,12,패,승,8,14,0,2,34,39
