date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-05-19,잠실,SSG,두산,5,3,승,패,8,10,0,1,35,38
2025-05-19,사직,LG,롯데,17,9,승,패,12,17,1,1,35,44
2025-05-19,수원,KIA,KT,3,5,패,승,9,7,1,1,34,32
2025-05-19,고척,삼성,키움,6,3,승,패,11,9,1,0,43,37
2025-05-19,울산,한화,NC,4,1,승,패,7,4,1,0,33,31
