date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-07-10,잠실,키움,LG,4,3,승,패,7,8,0,1,33,35
2025-07-10,문학,KT,SSG,4,2,승,패,7,5,0,1,34,33
2025-07-10,사직,두산,롯데,9,0,승,패,16,4,1,0,38,28
2025-07-10,창원,삼성,NC,5,7,패,승,12,10,2,0,38,33
2025-07-10,대전,KIA,한화,2,3,패,승,7,9,0,0,32,33
