date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-05-30,잠실,삼성,LG,4,3,승,패,8,7,0,0,30,33
2025-05-30,사직,SSG,롯데,5,6,패,승,11,10,0,0,34,32
2025-05-30,창원,한화,NC,7,1,승,패,11,3,1,0,36,28
2025-05-30,수원,KIA,KT,1,3,패,승,5,7,1,1,32,30
2025-05-30,고척,두산,키움,9,4,승,패,10,9,1,1,37,34
