date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-06-18,잠실,NC,LG,8,9,패,승,14,10,0,0,39,32
2025-06-18,사직,한화,롯데,3,6,패,승,7,9,0,1,32,33
2025-06-18,대구,두산,삼성,3,6,패,승,10,7,0,1,38,33
2025-06-18,광주,KT,KIA,3,5,패,승,5,11,0,0,29,35
2025-06-18,고척,SSG,키움,2,3,패,승,15,6,0,0,39,30
