date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-06-15,잠실,키움,두산,2,3,패,승,6,8,1,0,33,29
2025-06-15,문학,롯데,SSG,0,1,패,승,5,6,0,1,30,31
2025-06-15,대구,KT,삼성,16,4,승,패,15,15,5,0,42,41
2025-06-15,창원,KIA,NC,4,2,승,패,9,3,1,1,35,31
2025-06-15,대전,LG,한화,5,10,패,승,12,15,1,1,38,36
