date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-07-05,잠실,KT,두산,2,6,패,승,7,8,0,0,33,32
2025-07-05,대구,LG,삼성,6,7,패,승,10,11,0,1,34,33
2025-07-05,창원,SSG,NC,6,1,승,패,5,4,1,0,31,31
2025-07-05,광주,롯데,KIA,0,13,패,승,5,17,0,3,31,36
2025-07-05,고척,한화,키움,6,4,승,패,10,11,1,1,37,39
