date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-07-04,잠실,KT,두산,6,3,승,패,10,9,0,0,37,34
2025-07-04,대구,LG,삼성,1,4,패,승,2,11,1,1,28,33
2025-07-04,창원,SSG,NC,4,0,승,패,5,4,0,0,31,30
2025-07-04,광주,롯데,KIA,5,7,패,승,10,11,0,1,36,32
2025-07-04,고척,한화,키움,2,1,승,패,9,5,1,0,35,31
