date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-04-24,잠실,NC,LG,3,1,승,패,7,6,0,0,31,34
2025-04-24,사직,한화,롯데,3,5,패,승,4,9,0,1,31,30
2025-04-24,대구,KIA,삼성,5,17,패,승,10,21,2,3,37,43
2025-04-24,수원,SSG,KT,6,5,승,패,6,9,0,0,29,35
2025-04-24,고척,두산,키움,9,3,승,패,11,7,2,0,37,34
