date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-05-23,잠실,NC,두산,1,1,무,무,3,8,0,0,29,33
2025-05-23,문학,LG,SSG,3,2,승,패,5,5,1,0,31,31
2025-05-23,대구,KIA,삼성,7,6,승,패,13,11,1,1,39,35
2025-05-23,고척,KT,키움,7,5,승,패,14,12,0,1,40,35
2025-05-23,대전,롯데,한화,2,4,패,승,6,7,1,0,33,30
