date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-05-15,잠실,키움,LG,2,6,패,승,6,8,0,2,32,31
2025-05-15,문학,NC,SSG,0,4,패,승,3,8,0,1,30,33
2025-05-15,광주,롯데,KIA,6,7,패,승,9,12,1,1,34,34
2025-05-15,대전,두산,한화,8,2,승,패,12,6,3,0,39,31
2025-05-15,포항,KT,삼성,0,13,패,승,4,13,0,0,31,34
