date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-05-28,잠실,한화,LG,6,5,승,패,8,11,1,3,38,43
2025-05-28,문학,NC,SSG,5,13,패,승,8,13,0,4,32,37
2025-05-28,대구,롯데,삼성,0,0,예정,예정,0,0,0,0,0,0
2025-05-28,수원,두산,KT,12,3,승,패,13,7,2,0,39,35
2025-05-28,광주,키움,KIA,7,13,패,승,12,17,1,2,39,40
