date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-06-02,창원,LG,NC,15,0,승,패,18,1,2,0,45,28
2025-06-02,대전,KT,한화,1,10,패,승,4,9,0,1,29,35
2025-06-02,잠실,KIA,두산,11,3,승,패,13,7,0,0,36,34
2025-06-02,문학,삼성,SSG,4,6,패,승,8,12,2,2,33,34
2025-06-02,사직,키움,롯데,0,8,패,승,4,12,0,1,32,34
