date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-07-25,잠실,LG,두산,6,5,승,패,10,9,0,0,35,34
2025-07-25,사직,KIA,롯데,4,7,패,승,10,14,2,1,35,33
2025-07-25,창원,키움,NC,7,16,패,승,10,15,1,2,34,36
2025-07-25,수원,삼성,KT,5,8,패,승,10,8,1,2,38,31
2025-07-25,대전,SSG,한화,0,4,패,승,5,9,0,0,31,33
