date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-04-09,잠실,한화,두산,5,4,승,패,9,9,0,0,32,33
2025-04-09,사직,KIA,롯데,3,1,승,패,6,10,1,0,33,36
2025-04-09,대구,SSG,삼성,3,1,승,패,10,10,1,1,40,43
2025-04-09,수원,NC,KT,1,4,패,승,6,6,0,2,32,30
2025-04-09,고척,LG,키움,0,4,패,승,4,6,0,3,32,27
