date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-04-11,잠실,두산,LG,2,5,패,승,4,8,0,2,29,31
2025-04-11,사직,롯데,NC,7,5,승,패,13,6,0,1,37,33
2025-04-11,수원,삼성,KT,3,5,패,승,6,9,1,0,31,28
2025-04-11,광주,SSG,KIA,9,3,승,패,12,7,0,1,33,32
2025-04-11,대전,키움,한화,2,12,패,승,4,17,0,2,32,40
