date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-06-23,잠실,SSG,두산,0,5,패,승,3,9,0,0,19,23
2025-06-23,대구,한화,삼성,0,0,예정,예정,0,0,0,0,0,0
2025-06-23,창원,롯데,NC,0,0,예정,예정,0,0,0,0,0,0
2025-06-23,수원,LG,KT,0,5,패,승,8,9,0,1,34,29
2025-06-23,고척,KIA,키움,6,9,패,승,9,13,3,1,35,34
