date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-04-08,잠실,한화,두산,5,6,패,승,12,11,1,1,43,41
2025-04-08,사직,KIA,롯데,5,4,승,패,8,12,0,0,37,37
2025-04-08,대구,SSG,삼성,3,7,패,승,7,11,1,1,33,35
2025-04-08,수원,NC,KT,2,3,패,승,4,4,1,0,30,27
2025-04-08,고척,LG,키움,13,1,승,패,12,6,2,0,38,30
