date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-07-03,잠실,삼성,두산,6,4,승,패,8,11,1,1,31,36
2025-07-03,사직,LG,롯데,0,2,패,승,5,7,0,0,31,30
2025-07-03,수원,키움,KT,2,6,패,승,7,9,1,1,34,30
2025-07-03,광주,SSG,KIA,2,3,패,승,6,8,0,0,32,31
2025-07-03,대전,NC,한화,7,7,무,무,9,14,0,2,39,43
