date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-07-07,잠실,키움,LG,3,4,패,승,7,9,1,0,33,30
2025-07-07,문학,KT,SSG,1,7,패,승,4,9,0,1,32,32
2025-07-07,사직,두산,롯데,8,5,승,패,12,10,2,1,40,37
2025-07-07,창원,삼성,NC,9,10,패,승,13,15,1,1,37,38
2025-07-07,대전,KIA,한화,8,14,패,승,15,16,1,0,41,37
