date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-07-22,잠실,한화,두산,2,1,승,패,8,4,2,0,34,31
2025-07-22,대구,SSG,삼성,5,7,패,승,12,14,0,0,38,36
2025-07-22,창원,KT,NC,7,0,승,패,8,3,1,0,35,29
2025-07-22,광주,LG,KIA,9,7,승,패,13,11,2,1,37,38
2025-07-22,고척,롯데,키움,3,6,패,승,5,12,0,0,32,35
