date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-03-22,잠실,롯데,LG,2,12,패,승,7,15,0,2,33,37
2025-03-22,문학,두산,SSG,5,6,패,승,9,8,0,1,36,30
2025-03-22,대구,키움,삼성,5,13,패,승,14,18,2,2,39,41
2025-03-22,수원,한화,KT,4,3,승,패,6,12,1,1,33,36
2025-03-22,광주,NC,KIA,2,9,패,승,7,12,0,1,34,35
