date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-05-12,잠실,키움,LG,6,9,패,승,12,12,1,3,39,35
2025-05-12,문학,NC,SSG,3,6,패,승,7,9,1,1,32,32
2025-05-12,광주,롯데,KIA,1,4,패,승,8,8,0,0,35,30
2025-05-12,대전,두산,한화,4,3,승,패,12,11,1,1,44,40
2025-05-12,포항,KT,삼성,3,5,패,승,8,7,1,1,34,30
