date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-05-11,대구,LG,삼성,7,4,승,패,8,8,0,0,32,30
2025-05-11,고척,한화,키움,8,0,승,패,11,1,1,0,39,27
2025-05-11,잠실,NC,두산,11,5,승,패,13,7,0,0,37,34
2025-05-11,문학,KIA,SSG,4,8,패,승,7,12,1,0,34,30
2025-05-11,수원,롯데,KT,6,1,승,패,10,6,1,0,31,33
2025-05-11,잠실,NC,두산,5,2,승,패,9,7,1,0,34,33
2025-05-11,문학,KIA,SSG,1,5,패,승,1,5,1,0,30,28
2025-05-11,수원,롯데,KT,1,1,무,무,3,5,0,0,28,32
