date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-05-06,잠실,LG,두산,5,1,승,패,9,6,2,0,33,32
2025-05-06,사직,SSG,롯데,0,6,패,승,3,7,0,2,29,29
2025-05-06,수원,NC,KT,6,3,승,패,11,11,2,0,37,36
2025-05-06,고척,KIA,키움,5,3,승,패,9,7,0,0,33,33
2025-05-06,대전,삼성,한화,1,3,패,승,6,9,0,0,33,30
