date,stadium,away_team,home_team,away_score,home_score,away_result,home_result,away_hit,home_hit,away_hr,home_hr,away_ab,home_ab
2025-04-05,잠실,KIA,LG,0,0,예정,예정,0,0,0,0,0,0
2025-04-05,대구,한화,삼성,7,6,승,패,8,10,2,3,35,36
2025-04-05,문학,KT,SSG,0,0,예정,예정,0,0,0,0,0,0
2025-04-05,사직,두산,롯데,1,6,패,승,7,11,0,1,32,35
2025-04-05,고척,NC,키움,7,5,승,패,12,4,1,1,36,29
